longitude,latitude
113.636673,34.757818
116.500795,40.178943
113.631419,34.753439
113.62932,34.755448
113.623792,34.746487
116.309475,39.902189
113.631419,34.753439
113.696485,34.720188
113.628548,34.741785
113.631419,34.753439
113.666379,34.723006
113.670894,34.720927
113.652389,34.740653
113.654786,34.735827
116.37997,39.939998
116.440241,39.892416
113.71119,34.777855
116.237817,40.217508
113.656682,34.744246
123.96135,47.360555
113.642466,34.733631
117.113377,40.143055
116.115707,39.680367
116.387297,39.940023
113.631419,34.753439
113.64801,34.741163
116.643871,40.292778
113.672932,34.750537
113.666319,34.755349
113.672665,34.744168
113.402061,34.772256
113.652445,34.751814
113.654838,34.757562
113.653039,34.754235
113.641055,34.761243
113.685226,34.728623
113.629069,34.774017
113.714277,34.768151
116.224957,39.903627
113.638955,34.816547
113.626673,34.727433
113.617557,34.728999
113.616547,34.738449
113.624363,34.733122
113.631419,34.753439
113.60649,34.732176
113.535993,34.764072
113.591136,34.787584
113.679446,34.880978
113.585116,34.894981
113.606329,34.854733
113.637082,34.80996
113.631419,34.753439
113.513936,34.566279
115.997778,39.799262
113.400319,34.519176
113.162533,34.401251
113.289712,34.555724
116.44031,39.894269
116.309475,39.902189
113.38595,34.532861
113.679719,34.758486
113.681848,34.757363
113.683863,34.759488
113.690796,34.759343
113.696276,34.75836
113.700522,34.759181
113.706351,34.756031
116.442776,39.923048
113.683056,34.752347
116.197695,40.047619
116.154496,39.738649
106.090414,25.757409
113.70156,34.749277
113.631419,34.753439
116.277338,40.083088
113.697654,34.731548
113.702829,34.711122
113.685226,34.728623
113.62264,34.748183
116.325273,40.038818
113.673257,34.812544
113.643279,34.798928
113.646787,34.761665
113.639697,34.763078
113.539155,34.721222
116.819325,40.366344
113.036483,34.458637
116.317817,39.9917
113.647963,34.729869
113.654607,34.763645
113.026493,34.455556
113.52652,34.810862
113.406499,34.508659
115.997778,39.799262
113.675627,34.764122
113.701559,34.757678
113.699871,34.74147
113.712324,34.716184
116.471025,40.002486
116.382838,39.885066
116.348663,39.940523
116.348663,39.940523
113.654116,34.710404
113.631419,34.753439
116.124095,40.217561
116.108298,39.939951
113.749167,34.771968
113.561907,37.874388
113.595352,34.673381
113.631419,34.753439
113.670254,34.759809
113.662202,34.773182
113.665956,34.761212
113.670254,34.759809
113.770454,34.749877
113.3191,34.804412
113.65507,34.706712
113.665807,34.697552
113.658032,34.713178
113.631419,34.753439
113.654116,34.710404
113.665955,34.68493
113.652611,34.686932
116.421616,40.008581
113.600851,34.736776
113.672946,34.735344
113.730372,34.692108
113.678711,34.798209
113.752889,34.752034
116.479691,39.944818
116.433929,39.964193
113.598807,34.746318
113.598035,34.615959
116.208664,40.016354
113.602221,34.636275
113.592663,34.628574
113.620584,34.6381
113.599906,34.661486
113.608545,34.651376
113.564319,34.65305
113.553484,34.635207
113.567289,34.643683
113.541267,34.660309
113.730372,34.692108
113.825501,34.405709
113.675315,34.802919
113.684317,34.845263
113.59667,34.714929
113.776395,34.791085
113.577749,34.713952
113.608239,34.669002
113.627459,34.667098
113.103976,34.539067
113.667303,34.659461
113.629614,34.648687
113.348834,34.905894
113.608314,34.651767
113.64879,34.665053
113.569115,34.663587
113.54982,34.66896
116.413384,39.910925
113.6025,34.680916
113.627515,34.691229
113.284912,34.813686
113.670785,34.751333
113.695853,34.8354
113.690627,34.777842
113.712422,34.743506
113.574909,34.673805
116.369885,39.89386
113.701746,34.802956
113.631419,34.753439
116.353393,39.912362
113.647126,34.796428
113.634631,34.871841
113.643103,34.79357
113.756597,34.726783
116.443288,40.031079
116.438731,40.059378
116.346327,39.913546
113.683957,34.738607
113.022759,34.747839
116.442776,39.923048
116.501008,39.607773
113.631419,34.753439
113.631419,34.753439
116.430345,39.991845
116.382838,39.885066
113.321043,34.813273
116.382838,39.885066
113.840628,34.789588
116.382838,39.885066
116.382838,39.885066
116.382838,39.885066
116.348663,39.940523
116.348663,39.940523
116.348663,39.940523
116.348663,39.940523
116.348663,39.940523
116.348663,39.940523
116.348663,39.940523
116.348663,39.940523
116.382838,39.885066
116.382838,39.885066
113.660179,34.766139
113.67826,34.700611
113.669693,34.718934
113.622625,34.761326
113.631419,34.753439
113.64641,34.731045
113.666448,34.80607
113.315497,34.808819
113.561521,37.874409
113.623455,34.87352
113.832377,34.712878
113.631419,34.753439
113.776556,34.836076
113.714277,34.768151
117.246942,40.181572
113.689149,34.882686
113.310129,34.803627
113.637681,34.727917
113.756686,34.827852
113.73589,34.82706
113.626579,34.823205
113.64576,34.731389
113.675626,34.760704
113.732413,34.779232
113.744646,34.758157
116.536688,39.8219
113.736999,34.785303
113.766692,34.817295
113.630634,34.829324
113.676358,34.758279
116.554919,39.758626
113.631419,34.753439
113.711085,34.727932
113.968485,34.659484
113.673171,34.699181
113.829767,34.641507
113.829767,34.641507
113.458092,34.857556
113.919251,34.491525
116.853985,39.788472
113.841508,34.644133
113.824334,34.641547
113.821109,34.636249
113.807952,34.6416
113.324875,34.412783
116.819418,39.801811
113.660353,34.753916
113.042626,34.465848
113.65976,34.756405
113.67157,34.75526
113.321157,34.816092
113.30923,34.825782
113.607831,34.786175
113.61823,34.746398
113.613244,34.739303
113.609158,34.753787
116.293111,39.865036
113.606329,34.854733
113.632129,34.830301
116.301601,39.910541
113.792599,34.782071
113.641376,34.814259
113.631419,34.753439
113.631419,34.753439
113.686413,34.782675
113.698524,34.782866
113.711717,34.792804
116.690381,40.032298
113.712847,34.781139
113.631419,34.753439
113.693504,34.776129
113.696404,34.770727
116.378723,39.986555
113.631419,34.753439
113.667779,34.781803
113.684084,34.781727
113.631419,34.753439
113.68998,34.760755
113.700442,34.765711
113.716328,34.774805
113.71119,34.777855
113.631419,34.753439
116.411202,39.938451
113.319093,34.823212
113.636447,34.776181
113.608186,34.782942
113.621354,34.774748
113.618617,34.777372
113.608894,34.786302
113.987838,34.735185
113.61294,34.764129
113.540799,34.573772
116.879868,39.690555
113.626579,34.823205
113.726041,34.516241
116.658899,39.804057
113.802193,34.820333
113.594001,34.746102
113.59306,34.72747
113.631419,34.753439
113.607638,34.766898
116.351737,39.927704
113.613091,34.761384
116.379771,40.110533
113.60597,34.756023
113.606495,34.769216
116.271374,39.901015
113.612431,34.752655
113.604128,34.739949
113.619693,34.758706
113.618835,34.757283
113.628548,34.741785
113.631546,34.757029
113.628758,34.74903
113.621753,34.759223
113.631419,34.753439
116.467035,39.916456
113.625054,34.730589
113.616547,34.738449
113.602141,34.733763
113.609158,34.753787
113.632129,34.830301
113.634343,34.875841
115.997778,39.799262
113.631419,34.753439
113.942275,34.468853
113.631419,34.753439
113.513936,34.566279
116.3812,39.959839
113.685934,34.761825
113.676038,34.759586
113.718725,34.757918
113.70736,34.754455
116.228469,39.856166
113.700221,34.752912
116.351737,39.927704
113.707747,34.749705
113.711666,34.723814
113.631419,34.753439
116.544711,39.770437
116.200438,39.933105
113.745828,34.44011
113.690753,34.74655
113.71725,34.790328
113.646901,34.811251
113.640962,34.718086
113.710558,34.759637
115.958677,39.982045
116.547774,40.04352
113.749932,34.812019
116.40516,39.633645
113.614193,34.8185
116.301601,39.910541
113.647666,34.314177
116.342211,39.770111
113.722814,34.791953
113.647615,34.743937
113.626615,34.838444
116.38001,39.919496
113.83726,34.737407
113.695211,34.757157
113.707696,34.68793
113.711761,34.789679
113.665502,34.79401
113.644768,34.820663
113.671553,34.755305
113.30408,34.821298
113.618876,34.760225
113.591133,34.787587
113.740336,34.767697
113.678345,34.763486
113.711163,34.788651
113.709462,34.784903
113.690627,34.777842
113.67564,34.775051
116.108298,39.939951
113.527449,34.859905
113.739116,34.717644
113.632553,34.801627
113.511343,34.807717
113.650023,34.778478
116.108298,39.939951
116.560178,40.092799
113.677642,34.789804
113.701675,34.804406
113.774767,34.780031
113.65705,34.827466
116.853985,39.788472
116.658914,39.91245
113.621323,34.534101
116.407951,39.811278
116.286872,40.140655
116.286872,40.140655
114.102812,34.66287
113.827025,34.743659
116.286872,40.140655
113.676856,34.757077
113.697209,34.737372
113.67231,34.808164
116.351737,39.927704
116.641786,40.321599
113.299467,34.816135
113.58042,34.78582
113.608653,34.804351
113.667643,34.729241
113.665042,34.74237
112.757026,34.388944
116.558529,39.811808
113.539528,34.733263
113.532373,34.738558
113.61476,34.751979
113.626579,34.823205
113.822007,34.800598
113.587521,34.790167
116.3812,39.959839
113.610457,34.741856
116.107236,39.960319
113.623311,34.7483
116.860334,40.377728
113.676096,34.717864
113.654687,34.740932
113.64768,34.813659
116.322721,39.939617
113.559955,34.825665
113.567384,34.836214
113.591107,34.787719
113.591107,34.787719
113.715617,34.856986
116.77975,40.052939
113.678639,34.892044
113.769795,34.792586
113.700199,34.823297
116.184751,40.426081
116.040769,39.589533
113.738057,34.858224
113.749885,34.860927
113.764914,34.866013
113.770607,34.860513
113.760041,34.844991
116.844972,40.184662
116.547826,39.910794
116.860334,40.377728
113.510055,34.81979
113.52652,34.810862
113.631419,34.753439
113.682188,34.723007
113.700594,34.841996
113.65941,34.82859
113.626527,34.73895
113.61153,34.784665
113.610478,34.788579
113.725549,34.793506
113.810602,34.820163
113.755716,34.747676
113.792101,34.781269
113.614036,34.724324
113.620657,34.784377
113.595748,34.756446
113.412988,34.859173
113.546367,34.839881
113.582884,34.844411
116.708399,40.21839
113.551323,34.855194
113.043277,34.402942
113.532778,34.845289
113.555285,34.811136
113.560659,34.801975
116.251834,39.911086
113.805705,34.816042
116.844972,40.184662
113.730099,34.792025
113.803656,34.819338
113.778498,34.7792
116.339574,39.762685
113.631419,34.753439
117.117308,40.146933
113.664805,34.730113
113.672946,34.735344
113.661104,34.736215
113.662481,34.73392
113.657053,34.732036
113.665341,34.735798
114.029462,34.718819
113.644412,34.802688
113.637795,34.808906
113.63013,34.813632
116.669029,39.762202
113.572005,34.696538
113.622344,34.811606
116.045884,40.51537
116.186264,40.399882
113.520781,34.780211
113.647666,34.314177
113.771867,34.3716
113.619476,34.754451
113.608164,34.756939
113.733577,34.824103
113.631419,34.753439
116.554919,39.758626
113.585116,34.894981
113.705903,34.786467
113.721375,34.770721
113.688877,34.806789
113.726425,34.753155
113.657252,34.751719
113.268476,34.830266
113.628371,34.754798
113.573434,34.731782
113.631419,34.753439
113.631419,34.753439
113.674229,34.876636
113.747629,34.722514
113.654039,34.767076
113.674833,34.737988
113.631419,34.753439
116.382838,39.885066
113.647742,34.725758
113.689776,34.735965
113.631419,34.753439
113.775559,34.782361
113.564892,34.575013
113.490679,34.751457
116.322909,40.009078
113.521166,34.646726
113.520202,34.677485
113.520538,34.695884
113.517564,34.70227
113.531896,34.664168
114.001452,34.818549
113.72716,34.601032
113.565329,34.688241
116.567451,40.125407
113.631422,34.717242
113.310104,34.80999
116.324785,39.968037
113.631419,34.753439
113.631419,34.753439
113.631419,34.753439
113.315497,34.808819
113.277822,34.511335
113.404322,34.460263
113.389423,34.793811
113.293947,34.689775
113.39119,34.785176
113.738416,34.407335
113.290813,34.691001
113.37398,34.792344
113.508294,34.446343
112.757026,34.388944
113.544388,34.599836
116.387297,39.940023
113.383281,34.793746
113.457216,34.679798
113.377691,34.519448
113.28383,34.884902
113.631419,34.753439
113.631419,34.753439
113.379627,34.895472
115.940441,31.733462
113.397391,34.545898
113.468962,34.513539
130.410561,46.828385
114.122091,34.885717
113.162533,34.401251
113.51592,34.564291
113.631419,34.753439
113.404322,34.460263
113.942275,34.468853
113.631419,34.753439
121.219474,24.85015
113.631419,34.753439
113.499056,34.398145
113.253391,34.61251
113.437024,34.776555
116.100733,39.955348
113.357269,34.676638
113.631419,34.753439
113.397391,34.545898
112.828642,34.424959
113.150964,34.500976
113.182532,34.326566
112.909196,34.316957
112.909196,34.316957
113.225058,34.849926
116.450251,39.862974
113.41558,34.803082
113.392173,34.782839
113.631419,34.753439
113.804896,34.503196
113.377691,34.519448
113.631419,34.753439
113.825,34.585205
113.631419,34.753439
113.038315,34.473736
113.051815,34.46141
112.892218,34.369448
113.150373,34.409781
113.397112,34.544929
113.397112,34.544929
113.376657,34.548561
116.317817,39.9917
113.388038,34.539557
113.343967,34.558064
113.393807,34.546025
113.394703,34.549967
113.652308,34.416027
113.377967,34.549602
113.374228,34.537572
113.370704,34.52681
116.100733,39.955348
113.410199,34.532264
113.401684,34.534729
113.405411,34.544605
112.98517,34.760447
113.400443,34.538368
116.436442,39.971329
113.399779,34.543334
113.683136,34.766787
113.413195,34.535852
113.404096,34.514905
113.393176,34.526367
113.426322,34.54144
113.782651,34.75328
116.401036,39.811054
113.679664,34.75591
116.647394,40.740141
113.346932,34.541445
116.221555,39.714836
113.326026,34.513952
113.34403,34.559418
116.421805,39.906945
113.377691,34.519448
113.27427,34.512911
113.414887,34.45686
113.550703,34.502312
113.291864,34.559314
113.254954,34.609324
116.120375,39.628824
113.452238,34.900055
116.445691,40.031856
113.280261,34.897988
112.76505,34.419043
113.082287,34.332451
112.421454,35.492181
113.746434,34.401766
113.291864,34.559314
112.999446,34.345044
113.773267,34.395929
113.400677,34.518896
113.631419,34.753439
113.631419,34.753439
113.316984,34.458006
113.291864,34.559314
113.422682,34.793211
113.361029,34.678511
113.379067,34.89085
113.391887,34.767901
113.368292,34.829283
113.399479,34.796264
113.756253,34.35341
113.285202,34.643778
113.389423,34.793811
113.397391,34.545898
113.095215,34.475425
113.051815,34.46141
112.979025,34.375111
112.892218,34.369448
113.150373,34.409781
112.421454,35.492181
113.272296,34.373414
113.26835,34.436336
113.05855,34.383024
112.76505,34.419043
113.272296,34.373414
113.182532,34.326566
113.702723,34.724262
117.166249,40.614863
113.777633,34.393773
113.79845,34.396432
113.71819,34.440658
113.692577,34.61495
113.410199,34.532264
113.825,34.585205
113.692577,34.61495
113.727168,34.405528
113.734294,34.406196
113.696177,34.335421
113.613495,34.387226
113.631419,34.753439
113.038315,34.473736
113.082287,34.332451
112.979025,34.375111
113.324875,34.412783
113.561521,37.874409
113.631419,34.753439
113.675021,34.791063
113.671264,34.796237
113.690093,34.799115
113.685517,34.84911
113.663535,34.773578
113.668739,34.773554
113.666838,34.772666
113.631419,34.753439
113.706992,34.808082
113.80248,34.815662
113.736308,34.755196
113.773248,34.785746
113.738313,34.757199
113.792101,34.781269
117.209834,40.252158
113.657415,34.835361
116.677515,39.896238
113.652095,34.746874
113.619476,34.754451
113.651461,34.748171
113.656746,34.71682
116.668227,40.360918
113.652611,34.686932
113.663715,34.767729
113.699524,34.683051
116.286872,40.140655
116.286872,40.140655
116.714025,39.667563
113.678324,34.753854
113.677582,34.75556
113.694689,34.731796
113.696485,34.720188
113.65592,34.304707
116.286872,40.140655
116.286872,40.140655
116.286872,40.140655
116.286872,40.140655
113.788817,34.641027
113.773624,34.65569
113.736773,34.639918
116.286872,40.140655
116.286872,40.140655
113.683678,34.749053
113.684829,34.747645
113.68169,34.747874
116.32246,39.937531
113.677692,34.742934
113.676322,34.740639
113.65458,34.721777
113.660228,34.709653
116.291838,40.039895
116.612185,39.921647
116.286872,40.140655
116.286872,40.140655
116.286872,40.140655
116.286872,40.140655
113.829959,34.760799
113.721116,34.692179
116.286872,40.140655
116.286872,40.140655
116.286872,40.140655
113.68827,34.683323
116.286872,40.140655
113.753648,34.677316
113.726545,34.675338
113.721116,34.692179
113.680819,34.754592
113.679237,34.750904
113.043011,34.468631
113.6884,34.736649
113.697974,34.722129
113.694438,34.738453
113.684765,34.729236
113.736308,34.755196
113.655114,34.811127
113.634803,34.723167
113.663742,34.807824
113.67011,34.806566
113.644412,34.802688
113.72264,34.731919
113.717,34.73768
113.719951,34.743131
113.638493,34.771967
113.595352,34.673381
113.744691,34.720294
113.83726,34.737407
113.303676,34.818526
116.392007,39.912615
117.130776,40.181065
113.305076,34.809805
113.299396,34.80628
116.673558,39.915447
113.305338,34.811983
113.305938,34.821759
113.175547,34.710318
116.509308,39.931932
113.624816,34.771616
113.629086,34.773485
113.57777,34.790346
113.631419,34.753439
116.360882,39.985667
113.620032,34.780923
113.617384,34.784801
116.328276,39.912657
113.629069,34.774017
116.334013,40.005517
112.828642,34.424959
113.161367,34.466223
113.150964,34.500976
113.26835,34.436336
113.631419,34.753439
113.387124,34.542303
113.670484,34.793044
113.38837,34.54888
113.40021,34.548188
113.384723,34.534874
113.319932,34.460674
113.502463,34.404481
113.508208,34.443816
113.532981,34.600516
113.501386,34.557974
113.468865,34.492796
113.381983,34.568748
113.60158,34.520625
113.41094,34.528788
113.631419,34.753439
113.467916,34.494023
113.607853,34.53454
113.285202,34.643778
113.631419,34.753439
113.392944,34.805184
113.221995,34.850865
103.831475,36.063181
114.116744,34.664418
113.709386,34.764357
113.780212,34.790671
113.103976,34.539067
113.602767,34.76853
113.616035,34.722192
113.686481,34.754827
113.62028,34.742009
113.618052,34.727906
113.78782,34.712107
113.673327,34.743031
113.605339,34.753185
113.620405,34.73703
113.534314,34.765557
113.597083,34.62729
113.616277,34.692058
113.778927,34.760507
113.670576,34.783092
113.713406,34.746481
113.654745,34.76345
113.987838,34.735185
116.442776,39.923048
113.654739,34.739875
113.674518,34.778643
113.403838,34.512141
113.548761,34.697872
113.447106,34.900195
112.976556,34.727653
113.631419,34.753439
113.223721,34.79177
113.743403,34.356827
113.383624,34.538032
114.024549,34.725035
113.631419,34.753439
113.05855,34.383024
113.631419,34.753439
113.161367,34.466223
113.377691,34.519448
113.095215,34.475425
113.744646,34.758157
113.668312,34.794117
113.66393,34.770866
113.700199,34.823297
116.773044,40.110637
113.6515,34.751861
116.3812,39.959839
113.66386,34.764953
116.286872,40.140655
113.030768,34.354298
113.836087,34.737002
117.10973,40.393249
113.669576,34.804052
113.627062,34.705439
113.642652,34.738953
116.835481,40.197605
113.619841,34.782458
113.610908,34.767288
116.952515,40.095126
113.631419,34.753439
113.534219,34.763747
113.857988,34.373921
113.587723,34.767105
113.60813,34.750772
116.130007,39.726604
113.570052,34.810261
113.599487,34.763579
113.434473,32.385131
116.337973,39.754735
113.623233,34.746995
113.650113,34.737405
116.963503,40.156174
116.855187,40.384555
113.40379,34.520358
113.542979,34.886176
116.377251,39.971035
113.691361,34.757689
113.694666,34.753487
116.351737,39.927704
116.286872,40.140655
116.430345,39.991845
116.348663,39.940523
116.382838,39.885066
113.631419,34.753439
113.631419,34.753439
113.631419,34.753439
116.827824,40.379328
113.729797,34.535527
113.734294,34.406196
113.79845,34.396432
113.377691,34.519448
116.827824,40.379328
113.692577,34.61495
113.692577,34.61495
113.613495,34.387226
113.696177,34.335421
115.878346,40.03871
113.743403,34.356827
113.777633,34.393773
113.71819,34.440658
113.727168,34.405528
113.410199,34.532264
113.8257,34.586095
113.8257,34.586095
113.377691,34.519448
113.728968,34.535973
113.737889,34.436141
113.737889,34.436141
113.631419,34.753439
113.631419,34.753439
116.348663,39.940523
116.348663,39.940523
116.348663,39.940523
116.348663,39.940523
116.348663,39.940523
116.348663,39.940523
116.348663,39.940523
116.348663,39.940523
116.348663,39.940523
116.348663,39.940523
113.832377,34.712878
116.348663,39.940523
116.348663,39.940523
116.348663,39.940523
116.348663,39.940523
116.348663,39.940523
116.348663,39.940523
113.982485,34.725011
116.348663,39.940523
116.348663,39.940523
113.832377,34.712878
113.982485,34.725011
113.737724,34.742789
113.6989,34.572919
113.629552,34.76713
113.631419,34.753439
113.631419,34.753439
113.239576,34.415677
113.244831,34.447414
113.18848,34.42581
113.284738,34.439069
113.267179,34.475365
116.283893,39.914971
113.246821,34.476779
113.24269,34.419238
115.965103,39.724241
113.849514,34.405755
113.257642,34.416174
115.949072,40.512675
113.198587,34.410776
113.224865,34.453375
116.124095,40.217561
113.251252,34.452858
113.264428,34.431319
113.271097,34.445997
113.631419,34.753439
113.254849,34.435498
113.282219,34.455893
113.301494,34.436385
117.172748,40.356126
116.825962,40.3252
113.272296,34.373414
113.379967,34.464066
116.870169,40.398293
113.317076,34.379893
116.094291,39.672184
113.244728,34.379064
113.244728,34.379064
113.46278,34.613498
113.234402,34.392002
113.290242,34.379136
113.316952,34.41466
113.240163,34.403165
117.17332,40.480829
113.280261,34.897988
113.308206,34.36369
113.263404,34.368817
